Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1998-0252-IND,1998,252,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bombay,,,,,,,,,,,,,,1998,8,4,1998,8,4,35,21,,,21,,,,63.76045524,,,,
1995-0148-THA,1995,148,,Natural,Geophysical,Earthquake,Ground movement,,,Thailand,THA,South-Eastern Asia,Asia,ChiangRai,,,,,No,No,,7,Richter,21.966 N,99.196 E,4:47,,1995,7,12,1995,7,12,,,,,,,,,59.60449489,,,,
1997-0239-VNM,1997,239,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Viet Nam,VNM,South-Eastern Asia,Asia,Quang Nam Province,,,,,,,,,m3,,,,,1997,9,30,1997,9,30,28,,,,,,,,62.7858352,,,,
1998-0384-CHN,1998,384,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Huaping, Lijiang, Ninglang, Yongcheng counties (Shichuan province)",,"Slide (land, mud, snow, rock)",,,,,1448,6,Richter,27.308,101.029,15:37,,1998,11,19,1998,11,19,3,1543,312300,23600,337443,,,70000,63.76045524,,,,
1998-0579-AFG,1998,579,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Rostaq area,,,,,,,,6,Richter,36.479,71.086,16:48,,1998,2,20,1998,2,20,,,,,,,,,63.76045524,,,,
1998-0454-CHN,1998,454,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan,,,,,,,,5,Richter,26.373,104.021,14:38,,1998,12,1,1998,12,1,,84,107000,,107084,,,22600,63.76045524,,,,
1998-0580-CHN,1998,580,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Artux, Kashy ( Xinjiang)",,,,,No,No,,5,Richter,39.977 N,76.731 E,,,1998,3,19,1998,3,19,,,,2000,2000,,,,63.76045524,,,,
1998-0581-CHN,1998,581,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang,,,,,,,,6,Richter,37.388,78.843,19:11,,1998,5,28,1998,5,28,,28,15000,10000,25028,,,,63.76045524,,,,
1998-0582-CHN,1998,582,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Jiashi county (Xinjiang),,,,,,,,6,Richter,39.66,77.343,17:03,,1998,8,27,1998,8,27,3,7,93855,18000,111862,,,,63.76045524,,,,
1998-0587-CHN,1998,587,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan,,,,,No,No,,5,Richter,27.213 N,101.057 E,,,1998,10,26,1998,10,26,,28,3500,,3528,,,,63.76045524,,,,
1999-0054-AFG,1999,54,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Maidam Shar, Nirkh, Sayedabad, Baraki Barak, Pul-e-Alam, Mohammad Agha - Lowgar",,,,Yes,,,906,6,Richter,34.259,69.364,18:38,,1999,2,11,1999,2,11,70,500,60185,31275,91960,,,,65.15554686,,,,
1999-0228-BGD,1999,228,,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,Maheshkhali Isl. Level 1 = Chittagong Div,,,,,,,,5,Richter,21.544,91.895,16:42,,1999,7,22,1999,7,22,6,200,,15000,15200,,,,65.15554686,,,,
1999-0383-CHN,1999,383,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Zangbei County, Level 1 = Hebei",,,,,,,,5,Richter,41.131,114.658,21:18,,1999,3,11,1999,3,11,,3,15000,1000,16003,,,,65.15554686,,,,
1999-0455-CHN,1999,455,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shanxi Province (Datong Area),,,,,,,,6,Richter,39.899,113.983,21:25,,1999,11,1,1999,11,1,,4,3000000,20000,3020004,,,44000,65.15554686,,,,
1999-0553-CHN,1999,553,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Between Xiuyan and Haicheng (Sanjianfang, Liaoning province)",,,,,,,,5,Richter,40.459,122.889,12:10,,1999,11,29,1999,11,29,,,800,,800,,,,65.15554686,,,,
2000-0630-AFG,2000,630,,Technological,Technological,Miscellaneous accident,Collapse,,Roof,Afghanistan,AFG,Southern Asia,Asia,Khogiani (Nangarhar province),,,,,No,No,,,,,,,,2000,9,29,2000,9,29,40,40,,,40,,,,67.35575898,,,,
2000-0023-BGD,2000,23,,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,"Maheshkhali area (Cox's Bazar district, Chittagong province)",,,,,,,,4,Richter,21.431,91.762,6:50,,2000,1,2,2000,1,2,,,1000,,1000,,,,67.35575898,2,,5772,Cox's Bazar (Adm2).
2000-0871-BGD,2000,871,,Technological,Technological,Miscellaneous accident,Collapse,,Warehouse,Bangladesh,BGD,Southern Asia,Asia,Chittagong,,,,,,,,,,,,,,2000,8,27,2000,8,27,12,13,,,13,,,,67.35575898,,,,
2000-0033-CHN,2000,33,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yongren Xian, Yao'an Xian, Nanhua Xian, Dayao Xian areas (Chuxiong Yi district, Yunnan Sheng province), Xiangyun Xian area (Dali Bai district, Yunnan Sheng province)",,,,Yes,,,765,6,Richter,25.607,101.063,6:09,,2000,1,14,2000,1,14,7,2528,1760000,92479,1855007,,,73500,67.35575898,2,,13307;13312,"Chuxiong Yi, Dali Bai (Adm2)."
2000-0036-CHN,2000,36,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Mile Xian area (Honghe Hani and Yi district, Yunnan Sheng province), Qiubei Xian area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",,,,,,,,5,Richter,24.263,103.797,4:55,,2000,1,26,2000,1,26,1,2,10300,,10302,,,483,67.35575898,2,,13308;13309,"Honghe Hani and Yi, Wenshan Zhuang and Miao (Adm2)."
2000-0041-CHN,2000,41,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xiuyan Manzu Zizhixian area (Anshan district, Liaoning Sheng province)",,,,,,,,5,Richter,40.498,122.994,,,2000,1,11,2000,1,11,,30,44000,18000,62030,,,,67.35575898,2,,13179,Anshan (Adm2).
2000-0298-CHN,2000,298,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Lanzhou Shi area (Lanzhou district, Gansu Sheng province)",,,,,,,,6,Richter,37.012,103.791,18:59,,2000,6,6,2000,6,6,,20,,80,100,,,,67.35575898,2,,13014,Lanzhou (Adm2).
2000-0527-CHN,2000,527,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Wuding Xian area (Chuxiong Yi district, Yunnan Sheng province)",,,,,,,,5,Richter,25.826,102.194,,,2000,8,21,2000,8,21,1,211,,177400,177611,,,43000,67.35575898,2,,13307,Chuxiong Yi (Adm2).
2001-0064-CHN,2001,64,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)",,,,Yes,,,,6,Richter,29.513,101.129,8:09,,2001,2,23,2001,2,23,3,109,,300000,300109,,,24000,69.25933995,2,,13271,Garzê Tibetan (Adm2).
1998-0403-IDN,1998,403,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Halmahera Tengah (Sula Isl., Maluku); Ma,gole, Manado, Taliabu",,Tsunami/Tidal wave,,,,,,8,Richter,-2.071,124.891,22:10,,1998,11,29,1998,11,29,33,88,3800,2560,6448,,50000,200000,63.76045524,,,,
1998-0576-CHN,1998,576,,Technological,Technological,Miscellaneous accident,Collapse,,Buildings,China,CHN,Eastern Asia,Asia,Zhuhai,,,,,,,,,,,,,,1998,5,6,1998,5,6,20,5,,,5,,,,63.76045524,,,,
1998-0583-IDN,1998,583,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Malang area (Java),,,,,,,,6,Richter,-8.194,112.413,20:34,,1998,9,28,1998,9,28,1,,310,190,500,,,,63.76045524,,,,
1998-0550-IND,1998,550,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Thane,,,,,,,,,,,,,,1998,11,7,1998,11,7,28,,,,,,,,63.76045524,,,,
1999-0559-CHN,1999,559,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Sichuan Province,,,,,,,,,,,,,,1999,11,,1999,11,,10,,,,,,,,65.15554686,,,,
1999-0560-CHN,1999,560,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Chongquing (Sichuan),,,,,,,,,,,,,,1999,1,4,1999,1,4,40,13,,,13,,,,65.15554686,,,,
1999-0568-IDN,1999,568,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Karyasari, Pandelang District (Southwest Jakarta, Java Island)",,,,,,,,7,Richter,-6.845,105.555,21:14,,1999,12,21,1999,12,21,5,220,14000,2700,16920,,,3900,65.15554686,,,,
1999-0258-IDN,1999,258,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,"Sungai Babi (Kuwait district, Borneo)",,,,,,,,,m3,,,,,1999,7,27,1999,7,27,34,,,,,,,,65.15554686,,,,
1999-0099-IND,1999,99,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",,,,Yes,,,25,7,Richter,30.512,79.403,0:35,,1999,3,28,1999,3,28,100,394,372000,105500,477894,,,2000,65.15554686,,,,
1999-0011-IND,1999,11,,Technological,Technological,Miscellaneous accident,Collapse,,Hill,India,IND,Southern Asia,Asia,Sabarimala,,,,,,,,,,,,,,1999,1,14,1999,1,14,51,63,,,63,,,,65.15554686,,,,
2000-0293-IDN,2000,293,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Enggano island (Bengkulu Utara district, Bengkulu province)",,"Slide (land, mud, snow, rock)",,Yes,,,5031,7,Richter,-4.646,102.102,23:28,,2000,6,4,2000,6,4,103,2714,200000,2000,204714,,,41000,67.35575898,2,,73654,Bengkulu Utara (Adm2).
2000-0230-IDN,2000,230,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Totikum, Tinangkung, Liang villages (Banggai Kepulauan district, Sulawesi Tengah province), Banggai district (Sulawesi Tengah province)",,Tsunami/Tidal wave,,,,,215,8,Richter,-1.105,123.573,12:21,,2000,5,4,2000,5,4,45,270,,52500,52770,,,30000,67.35575898,2,,73637;73638,"Banggai, Banggai Kepulauan (Adm2)."
2000-0034-CHN,2000,34,,Technological,Technological,Industrial accident,Collapse,,Coal Mine,China,CHN,Eastern Asia,Asia,Xuzhou (Jiangsu Province),Flooding,,,,No,No,,,m3,,,,,2000,1,11,2000,1,11,22,,,,,,,,67.35575898,,,,
2000-0725-CHN,2000,725,,Technological,Technological,Industrial accident,Collapse,,Mine,China,CHN,Eastern Asia,Asia,Nandan county (Guangxi province),,,,,,,,,m3,,,,,2000,10,19,2000,10,19,115,,,,,,,,67.35575898,,,,
2000-0760-CHN,2000,760,,Technological,Technological,Miscellaneous accident,Collapse,,Reservoir d'eau,China,CHN,Eastern Asia,Asia,Nandan district (Guangxi region),,,,,,,,,,,,,,2000,10,18,2000,10,18,15,51,,,51,,,,67.35575898,,,,
2000-0789-CHN,2000,789,,Technological,Technological,Miscellaneous accident,Collapse,,Commercial center,China,CHN,Eastern Asia,Asia,Dongguan (Guangdong province),,,,,,,,,,,,,,2000,12,1,2000,12,1,8,32,120,,152,,,,67.35575898,,,,
2000-0449-IDN,2000,449,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ciranggon village (Karawang district, Jawa Barat province)",,,,,,,,5,Richter,-6.675,106.845,,,2000,7,12,2000,7,12,,124,,4000,4124,,,2000,67.35575898,2,,18014,Karawang (Adm2).
2000-0761-IDN,2000,761,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pandeglang, Lebak, Serang districts (Banten province)",,,,,,,,7,Richter,-6.549,105.63,,,2000,10,25,2000,10,25,,,5500,,5500,,,,67.35575898,2,,18020;18022;18024,"Lebak, Pandeglang, Serang (Adm2)."
2000-0762-IDN,2000,762,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lahat district (Sumatera Selatan province),,,,,,,,7,Richter,-4.612,101.905,,,2000,6,7,2000,6,7,1,,3000,,3000,,,,67.35575898,2,,73769,Lahat (Adm2).
2000-0599-IND,2000,599,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Tundla (Uttar Pradesh),,,,,,,,,,,,,,2000,9,2,2000,9,2,25,9,,,9,,,,67.35575898,,,,
2001-0033-IND,2001,33,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",,,,Yes,,,118929,8,Richter,23.419,70.232,8:46,,2001,1,26,2001,1,26,20005,166812,4365000,1790000,6321812,,100000,2623000,69.25933995,2,,17635;17636;17637;17638;17639;17640;17641;17642;17643;17644;17645;17647;17648;17649;17650;17652;70124;70125;70127;70129;70130,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara (Adm2)."
1998-0579-PAK,1998,579,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Yar Husain, Rawalpindi, Peshawar",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,36.479,71.086,17:18,,1998,2,20,1998,2,20,1,11,,600,611,,,,63.76045524,,,,
1998-0411-VNM,1998,411,,Technological,Technological,Industrial accident,Collapse,,Gold Mine,Viet Nam,VNM,South-Eastern Asia,Asia,Thai Nguyen,,,,,,,,,m3,,,,,1998,12,2,1998,12,2,25,,,,,,,,63.76045524,,,,
2001-0033-PAK,2001,33,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Badin District, Tharparkar District, Mirpur Khas District districts (Sindh province)",,,,Yes,,,215,8,Richter,23.419,70.232,,,2001,1,26,2001,1,26,12,100,914192,,914292,,,500,69.25933995,2,,23681;40399;40405,"Badin District, Mirpur Khas District, Tharparkar District (Adm2)."
2001-0086-AFG,2001,86,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Fayzabad district (Badakhshan province),,,,,,,,6,Richter,36.424,70.881,6:52,,2001,2,25,2001,2,25,,,,,,,,,69.25933995,2,,100007,Fayzabad (Adm2).
2001-0233-AFG,2001,233,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Panjsher, Parwan, Kapisa provinces",,,,,,,,5,Richter,35.169,69.389,,,2001,6,1,2001,6,1,4,20,,250,270,,,,69.25933995,1,286;99879;99880,,"Kapisa, Panjsher, Parwan (Adm1)."
2002-0122-AFG,2002,122,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,36.429,70.438,16:40,,2002,3,3,2002,3,3,150,13,3500,,3513,,,,70.35781897,2,,3456;3585;3724;3727;3743;99997;100013;100015,"Aybak, Baharak, Jorm, Kabul, Khuram Wa Sarbagh, Rostaq, Wakhan, Yawan (Adm2)."
2002-0175-AFG,2002,175,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Nahrin district (Baghlan province),,"Slide (land, mud, snow, rock)",,Yes,,,6538,6,Richter,36.062,69.315,7:26,,2002,3,25,2002,3,25,1000,1228,80000,10000,91228,,,,70.35781897,2,,99984,Nahrin (Adm2).
2002-0208-AFG,2002,208,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,35.959,69.417,,,2002,4,12,2002,4,12,50,150,6000,,6150,,,,70.35781897,2,,99984,Nahrin (Adm2).
2001-0151-CHN,2001,151,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Shidian area (Baoshan district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,24.768,99.061,18:46,,2001,4,12,2001,4,12,2,190,150000,,150190,,,31000,69.25933995,2,,13313,Baoshan (Adm2).
2001-0214-CHN,2001,214,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ninglang Yi Zizhixian area (Lijiang district, Yunnan Sheng province), Yanyuan Xian area (Liangshan Yi district, Sichuan Sheng province)",,,,,,,,6,Richter,27.689,101.003,5:10,,2001,5,23,2001,5,23,2,605,,10000,10605,,,36000,69.25933995,2,,13272;13315,"Liangshan Yi, Lijiang (Adm2)."
2001-0389-CHN,2001,389,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Donghua village (Yongsheng Xian area, Lijiang district, Yunnan Sheng province)",,,,,,,,5,Richter,24.455,102.66,,,2001,7,14,2001,7,14,,,25000,,25000,,,,69.25933995,2,,13315,Lijiang (Adm2).
2001-0598-CHN,2001,598,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yongsheng area (Lijiang district, Yunnan Sheng province)",,,,,,,,6,Richter,26.316,100.648,13:35,,2001,10,27,2001,10,27,1,220,,17000,17220,,,,69.25933995,2,,13315,Lijiang (Adm2).
2001-0134-CHN,2001,134,,Technological,Technological,Miscellaneous accident,Collapse,,School,China,CHN,Eastern Asia,Asia,"Tanbu (Wanzai county, Jiangxi province)",,,,,,,,,,,,,,2001,3,7,2001,3,7,41,30,,,30,,,,69.25933995,,,,
2001-0199-CHN,2001,199,,Technological,Technological,Miscellaneous accident,Collapse,,Wall,China,CHN,Eastern Asia,Asia,Urumqi (Xianjiang province),,,,,,,,,,,,,,2001,5,12,2001,5,12,12,30,,,30,,,,69.25933995,,,,
2001-0348-CHN,2001,348,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Hebei province,,,,,,,,,,,,,,2001,6,19,2001,6,19,11,,,,,,,,69.25933995,,,,
2001-0362-CHN,2001,362,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Baishan area,,,,,,,,,m3,,,,,2001,7,1,2001,7,1,21,,,,,,,,69.25933995,,,,
2001-0368-CHN,2001,368,,Technological,Technological,Industrial accident,Collapse,,Crane,China,CHN,Eastern Asia,Asia,Hudong (Shangai),,,,,,,,,m3,,,,,2001,7,17,2001,7,17,36,3,,,3,,,,69.25933995,,,,
2001-0406-CHN,2001,406,,Technological,Technological,Miscellaneous accident,Collapse,,Carrière,China,CHN,Eastern Asia,Asia,Taqian (Jiangxi province),,,,,,,,,,,,,,2001,7,30,2001,7,30,28,,,,,,,,69.25933995,,,,
2001-0424-CHN,2001,424,,Technological,Technological,Industrial accident,Collapse,,Factory,China,CHN,Eastern Asia,Asia,Wenzhou,,,,,,,,,m3,,,,,2001,8,7,2001,8,7,13,15,,,15,,,,69.25933995,,,,
2001-0547-CHN,2001,547,,Technological,Technological,Miscellaneous accident,Collapse,,"Dam ""Dalugou""",China,CHN,Eastern Asia,Asia,Huili district (Sichuan province),,,,,,,,,,,,,,2001,10,3,2001,10,3,25,,,,,,,,69.25933995,,,,
2001-0557-CHN,2001,557,,Technological,Technological,Miscellaneous accident,Collapse,,Temple,China,CHN,Eastern Asia,Asia,Garze region (Sichuan province),,,,,,,,,,,,,,2001,9,6,2001,9,6,13,7,,,7,,,,69.25933995,,,,
2001-0546-IDN,2001,546,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Jawa Barat province,,,,,,,,5,Richter,-6.99,108.275,,,2001,6,28,2001,6,28,,12,12500,,12512,,,,69.25933995,1,73613,,Jawa Barat (Adm1).
2001-0669-IDN,2001,669,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Bengkulu province,,,,,,,,7,Richter,-4.68,102.562,2:28,,2001,2,13,2001,2,13,,,,,,,,,69.25933995,1,1514,,Bengkulu (Adm1).
2001-0339-IND,2001,339,,Technological,Technological,Miscellaneous accident,Collapse,,Roof,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,,,,,,,,,,,2001,5,27,2001,5,27,25,10,,,10,,,,69.25933995,,,,
2001-0568-IND,2001,568,,Technological,Technological,Industrial accident,Collapse,,Coal mine,India,IND,Southern Asia,Asia,Godda district (Jharkhand state),,,,,,,,,m3,,,,,2001,9,26,2001,9,26,20,,,,,,,,69.25933995,,,,
2002-0584-IND,2002,584,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Andaman Islands district (Andaman and Nicobar province),,Tsunami/Tidal wave,,,,,,7,Richter,13.036,93.068,4:00,,2002,9,13,2002,9,13,2,,,200,200,,,,70.35781897,2,,17545,Andaman Islands (Adm2).
2002-0655-CHN,2002,655,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Rulong village (Xinlong Xian area, Garze Tibetan district, Sichuan Sheng province)",,,,,,,,5,Richter,30.916,99.927,,,2002,8,8,2002,8,8,,,330,48,378,,,,70.35781897,2,,13271,Garzê Tibetan (Adm2).
2002-0835-CHN,2002,835,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yumen Shi (Jiuquan district, Gansu Sheng province)",,,,,,,,6,Richter,39.736,97.443,21:26,,2002,12,14,2002,12,14,2,,65500,,65500,,,,70.35781897,2,,13019,Jiuquan (Adm2).
2002-0311-CHN,2002,311,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Heye (Hunan province),,,,,,,,,m3,,,,,2002,4,24,2002,4,24,15,,,,,,,,70.35781897,,,,
2002-0573-CHN,2002,573,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Neixiang,,,,,,,,,,,,,,2002,8,15,2002,8,15,10,,,,,,,,70.35781897,,,,
2002-0608-CHN,2002,608,,Technological,Technological,Miscellaneous accident,Collapse,,Escalier,China,CHN,Eastern Asia,Asia,Fengzen (Mongolie intérieure),,,,,,,,,,,,,,2002,9,23,2002,9,23,21,47,,,47,,,,70.35781897,,,,
2002-0512-IDN,2002,512,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Poso district (Sulawesi Tengah province),,,,,,,,6,Richter,-1.196,121.333,,,2002,8,15,2002,8,15,,48,2500,,2548,,,,70.35781897,2,,73830,Poso (Adm2).
2002-0820-IDN,2002,820,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ransiki village (Manokwari district, Papua Barat province)",,,,,,,,6,Richter,-1.68,134.234,,,2002,9,20,2002,9,20,,,155,,155,,,,70.35781897,2,,73790,Manokwari (Adm2).
2002-0822-IDN,2002,822,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,,,,,,7,Richter,2.824,96.085,,,2002,11,2,2002,11,2,3,60,,,60,,,,70.35781897,2,,73850,Simeulue (Adm2).
2002-0202-IND,2002,202,,Technological,Technological,Miscellaneous accident,Collapse,,Underground septic tank drain,India,IND,Southern Asia,Asia,Lucknow (Uttar Pradesh),,,,,,,,,,,,,,2002,3,14,2002,3,14,23,,,,,,,,70.35781897,,,,
2003-0105-CHN,2003,105,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Payzawat village (Jiashi Xian area, Kashgar district, Xinjiang Uygur Zizhiqu province), Bachu Xian, Yuepuhu Xian, Yingjisha Xian, Maigaiti Xian, Shule Xian, Shufu Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,,Yes,,,978,6,Richter,39.61,77.23,10:03,,2003,2,24,2003,2,24,268,4000,510000,3000,517000,,,157000,71.95500655,2,,13289,Kashgar (Adm2).
2003-0069-IDN,2003,69,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Dompu district (Nusatenggara Barat province),,,,,,,,6,Richter,-8.807,118.524,8:08,,2003,1,23,2003,1,23,,2,2500,,2502,,,,71.95500655,2,,18144,Dompu (Adm2).
2002-0692-PAK,2002,692,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),,"Slide (land, mud, snow, rock)",,,,,,5,Richter,35.517,74.654,6:33,,2002,11,2,2002,11,2,17,65,11000,4000,15065,,,,70.35781897,2,,40418,Administrative unit not available (Adm2).
2002-0721-PAK,2002,721,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),,"Slide (land, mud, snow, rock)",,,,,304,6,Richter,35.414,74.515,2:30,,2002,11,20,2002,11,20,19,40,140742,,140782,,,,70.35781897,2,,40418,Administrative unit not available (Adm2).
2002-0122-PAK,2002,122,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Bajaur Agency district (Federally Administered Tribal Areas province),,,,,,,,6,Richter,36.429,70.438,,,2002,3,3,2002,3,3,3,,,,,,,,70.35781897,2,,23631,Bajaur Agency (Adm2).
2003-0236-AFG,2003,236,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Yaka Bagh area (Namakab district, Takhar province)",,"Slide (land, mud, snow, rock)",,,,,,5,Richter,35.893,70.62,13:30,,2003,4,10,2003,4,10,1,1,,1000,1001,,,,71.95500655,2,,99990,Namakab (Adm2).
